"Id","CustomerId","EmployeeId","OrderDate","RequiredDate","ShippedDate","ShipVia","Freight","ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry"
10591,VAFFE,1,"2013-07-07","2013-07-21","2013-07-16",1,55.92,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,"8200",Denmark
10592,LEHMS,3,"2013-07-08","2013-08-05","2013-07-16",1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,"60528",Germany
10593,LEHMS,7,"2013-07-09","2013-08-06","2013-08-13",2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,"60528",Germany
10594,OLDWO,3,"2013-07-09","2013-08-06","2013-07-16",2,5.24,Old World Delicatessen,"2743 Bering St.",Anchorage,North America,"99508",USA
10595,ERNSH,2,"2013-07-10","2013-08-07","2013-07-14",1,96.78,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10596,WHITC,8,"2013-07-11","2013-08-08","2013-08-12",1,16.34,White Clover Markets,"1029 - 12th Ave. S.",Seattle,North America,"98124",USA
10597,PICCO,7,"2013-07-11","2013-08-08","2013-07-18",3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,"5020",Austria
10598,RATTC,1,"2013-07-14","2013-08-11","2013-07-18",3,44.42,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,North America,"87110",USA
10599,BSBEV,6,"2013-07-15","2013-08-26","2013-07-21",3,29.98,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10600,HUNGC,4,"2013-07-16","2013-08-13","2013-07-21",1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,"97827",USA
10601,HILAA,7,"2013-07-16","2013-08-27","2013-07-22",1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,"5022",Venezuela
10602,VAFFE,8,"2013-07-17","2013-08-14","2013-07-22",2,2.92,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,"8200",Denmark
10603,SAVEA,8,"2013-07-18","2013-08-15","2013-08-08",2,48.77,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10604,FURIB,1,"2013-07-18","2013-08-15","2013-07-29",1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,"1675",Portugal
10605,MEREP,1,"2013-07-21","2013-08-18","2013-07-29",2,379.13,Mère Paillarde,"43 rue St. Laurent",Montréal,North America,H1J 1C3,Canada
10606,TRADH,4,"2013-07-22","2013-08-19","2013-07-31",3,79.4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,"05634-030",Brazil
10607,SAVEA,5,"2013-07-22","2013-08-19","2013-07-25",1,200.24,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10608,TOMSP,4,"2013-07-23","2013-08-20","2013-08-01",2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,"44087",Germany
10609,DUMO,7,"2013-07-24","2013-08-21","2013-07-30",2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,"44000",France
10610,LAMAI,8,"2013-07-25","2013-08-22","2013-08-06",1,26.78,La maison d'Asie,"1 rue Alsace-Lorraine",Toulouse,Western Europe,"31000",France
10611,WOLZA,6,"2013-07-25","2013-08-22","2013-08-01",2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,"01-012",Poland
10612,SAVEA,1,"2013-07-28","2013-08-25","2013-08-01",2,544.08,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10613,HILAA,4,"2013-07-29","2013-08-26","2013-08-01",2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,"5022",Venezuela
10614,BLAUS,8,"2013-07-29","2013-08-26","2013-08-01",3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,"68306",Germany
10615,WILMK,2,"2013-07-30","2013-08-27","2013-08-06",3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,"21240",Finland
10616,GREAL,1,"2013-07-31","2013-08-28","2013-08-05",2,116.53,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,North America,"97403",USA
10617,GREAL,4,"2013-07-31","2013-08-28","2013-08-04",2,18.53,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,North America,"97403",USA
10618,MEREP,1,"2013-08-01","2013-09-12","2013-08-08",1,154.68,Mère Paillarde,"43 rue St. Laurent",Montréal,North America,H1J 1C3,Canada
10619,MEREP,3,"2013-08-04","2013-09-01","2013-08-07",3,91.05,Mère Paillarde,"43 rue St. Laurent",Montréal,North America,H1J 1C3,Canada
10620,LAUGB,2,"2013-08-05","2013-09-02","2013-08-14",3,0.94,Laughing Bacchus Wine Cellars,"2319 Elm St.",Vancouver,North America,V3F 2K1,Canada
10621,ISLAT,4,"2013-08-05","2013-09-02","2013-08-11",2,23.73,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10622,RICAR,4,"2013-08-06","2013-09-03","2013-08-11",3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,"02389-890",Brazil
10623,FRANK,8,"2013-08-07","2013-09-04","2013-08-12",2,97.18,Frankenversand,Berliner Platz 43,München,Western Europe,"80805",Germany
10624,THECR,4,"2013-08-07","2013-09-04","2013-08-19",2,94.8,The Cracker Box,"55 Grizzly Peak Rd.",Butte,North America,"59801",USA
10625,ANATR,3,"2013-08-08","2013-09-05","2013-08-14",1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,"05021",Mexico
10626,BERGS,1,"2013-08-11","2013-09-08","2013-08-20",2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10627,SAVEA,8,"2013-08-11","2013-09-22","2013-08-21",3,107.46,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10628,BLONP,4,"2013-08-12","2013-09-09","2013-08-20",3,30.36,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,"67000",France
10629,GODOS,4,"2013-08-12","2013-09-09","2013-08-20",3,85.46,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,"41101",Spain
10630,KOENE,1,"2013-08-13","2013-09-10","2013-08-19",2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,"14776",Germany
10631,LAMAI,8,"2013-08-14","2013-09-11","2013-08-15",1,0.87,La maison d'Asie,"1 rue Alsace-Lorraine",Toulouse,Western Europe,"31000",France
10632,WANDK,8,"2013-08-14","2013-09-11","2013-08-19",1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,"70563",Germany
10633,ERNSH,7,"2013-08-15","2013-09-12","2013-08-18",3,477.9,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10634,FOLIG,4,"2013-08-15","2013-09-12","2013-08-21",3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,"59000",France
10635,MAGAA,8,"2013-08-18","2013-09-15","2013-08-21",3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,"24100",Italy
10636,WARTH,4,"2013-08-19","2013-09-16","2013-08-26",1,1.15,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,"90110",Finland
10637,QUEE,6,"2013-08-19","2013-09-16","2013-08-26",1,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,"05487-020",Brazil
10638,LINOD,3,"2013-08-20","2013-09-17","2013-09-01",1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,"4980",Venezuela
10639,SANTG,7,"2013-08-20","2013-09-17","2013-08-27",3,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,"4110",Norway
10640,WANDK,4,"2013-08-21","2013-09-18","2013-08-28",1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,"70563",Germany
10641,HILAA,4,"2013-08-22","2013-09-19","2013-08-26",2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,"5022",Venezuela
10642,SIMOB,7,"2013-08-22","2013-09-19","2013-09-05",3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,"1734",Denmark
10643,ALFKI,6,"2013-08-25","2013-09-22","2013-09-02",1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,"12209",Germany
10644,WELLI,3,"2013-08-25","2013-09-22","2013-09-01",2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,"08737-363",Brazil
10645,HANAR,4,"2013-08-26","2013-09-23","2013-09-02",1,12.41,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,"05454-876",Brazil
10646,HUNGO,9,"2013-08-27","2013-10-08","2013-09-03",3,142.33,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,British Isles,,Ireland
10647,QUEDE,4,"2013-08-27","2013-09-10","2013-09-03",2,45.54,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,"02389-673",Brazil
10648,RICAR,5,"2013-08-28","2013-10-09","2013-09-09",2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,"02389-890",Brazil
10649,MAISD,5,"2013-08-28","2013-09-25","2013-08-29",3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10650,FAMIA,5,"2013-08-29","2013-09-26","2013-09-03",3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,"05442-030",Brazil
10651,WANDK,8,"2013-09-01","2013-09-29","2013-09-11",2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,"70563",Germany
10652,GOURL,4,"2013-09-01","2013-09-29","2013-09-08",2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,"04876-786",Brazil
10653,FRANK,1,"2013-09-02","2013-09-30","2013-09-19",1,93.25,Frankenversand,Berliner Platz 43,München,Western Europe,"80805",Germany
10654,BERGS,5,"2013-09-02","2013-09-30","2013-09-11",1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10655,REGGC,1,"2013-09-03","2013-10-01","2013-09-11",2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,"42100",Italy
10656,GREAL,6,"2013-09-04","2013-10-02","2013-09-10",1,57.15,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,North America,"97403",USA
10657,SAVEA,2,"2013-09-04","2013-10-02","2013-09-15",2,352.69,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10658,QUICK,4,"2013-09-05","2013-10-03","2013-09-08",1,364.15,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10659,QUEE,7,"2013-09-05","2013-10-03","2013-09-10",2,105.81,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,"05487-020",Brazil
10660,HUNGC,8,"2013-09-08","2013-10-06","2013-10-15",1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,"97827",USA
10661,HUNGO,7,"2013-09-09","2013-10-07","2013-09-15",3,17.55,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,British Isles,,Ireland
10662,LONEP,3,"2013-09-09","2013-10-07","2013-09-18",2,1.28,Lonesome Pine Restaurant,"89 Chiaroscuro Rd.",Portland,North America,"97219",USA
10663,BONAP,2,"2013-09-10","2013-09-24","2013-10-03",2,113.15,Bon app',"12, rue des Bouchers",Marseille,Western Europe,"13008",France
10664,FURIB,1,"2013-09-10","2013-10-08","2013-09-19",3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,"1675",Portugal
10665,LONEP,1,"2013-09-11","2013-10-09","2013-09-17",2,26.31,Lonesome Pine Restaurant,"89 Chiaroscuro Rd.",Portland,North America,"97219",USA
10666,RICSU,7,"2013-09-12","2013-10-10","2013-09-22",2,232.42,Richter Supermarkt,Starenweg 5,Genève,Western Europe,"1204",Switzerland
10667,ERNSH,7,"2013-09-12","2013-10-10","2013-09-19",1,78.09,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10668,WANDK,1,"2013-09-15","2013-10-13","2013-09-23",2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,"70563",Germany
10669,SIMOB,2,"2013-09-15","2013-10-13","2013-09-22",1,24.39,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,"1734",Denmark
10670,FRANK,4,"2013-09-16","2013-10-14","2013-09-18",1,203.48,Frankenversand,Berliner Platz 43,München,Western Europe,"80805",Germany
10671,FRANR,1,"2013-09-17","2013-10-15","2013-09-24",1,30.34,France restauration,"54, rue Royale",Nantes,Western Europe,"44000",France
10672,BERGS,9,"2013-09-17","2013-10-01","2013-09-26",2,95.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10673,WILMK,2,"2013-09-18","2013-10-16","2013-09-19",1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,"21240",Finland
10674,ISLAT,4,"2013-09-18","2013-10-16","2013-09-30",2,0.9,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10675,FRANK,5,"2013-09-19","2013-10-17","2013-09-23",2,31.85,Frankenversand,Berliner Platz 43,München,Western Europe,"80805",Germany
10676,TORTU,2,"2013-09-22","2013-10-20","2013-09-29",2,2.01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,"05033",Mexico
10677,ANTO,1,"2013-09-22","2013-10-20","2013-09-26",3,4.03,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,"05023",Mexico
10678,SAVEA,7,"2013-09-23","2013-10-21","2013-10-16",3,388.98,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10679,BLONP,8,"2013-09-23","2013-10-21","2013-09-30",3,27.94,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,"67000",France
10680,OLDWO,1,"2013-09-24","2013-10-22","2013-09-26",1,26.61,Old World Delicatessen,"2743 Bering St.",Anchorage,North America,"99508",USA
10681,GREAL,3,"2013-09-25","2013-10-23","2013-09-30",3,76.13,Great Lakes Food Market,"2732 Baker Blvd.",Eugene,North America,"97403",USA
10682,ANTO,3,"2013-09-25","2013-10-23","2013-10-01",2,36.13,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,"05023",Mexico
10683,DUMO,2,"2013-09-26","2013-10-24","2013-10-01",1,4.4,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,"44000",France
10684,OTTIK,3,"2013-09-26","2013-10-24","2013-09-30",1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,"50739",Germany
10685,GOURL,4,"2013-09-29","2013-10-13","2013-10-03",2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,"04876-786",Brazil
10686,PICCO,2,"2013-09-30","2013-10-28","2013-10-08",1,96.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,"5020",Austria
10687,HUNGO,9,"2013-09-30","2013-10-28","2013-10-30",2,296.43,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,British Isles,,Ireland
10688,VAFFE,4,"2013-10-01","2013-10-15","2013-10-07",2,299.09,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,"8200",Denmark
10689,BERGS,1,"2013-10-01","2013-10-29","2013-10-07",2,13.42,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10690,HANAR,1,"2013-10-02","2013-10-30","2013-10-03",1,15.8,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,"05454-876",Brazil
10691,QUICK,2,"2013-10-03","2013-11-14","2013-10-22",2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10692,ALFKI,4,"2013-10-03","2013-10-31","2013-10-13",2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,"12209",Germany
10693,WHITC,3,"2013-10-06","2013-10-20","2013-10-10",3,139.34,White Clover Markets,"1029 - 12th Ave. S.",Seattle,North America,"98124",USA
10694,QUICK,8,"2013-10-06","2013-11-03","2013-10-09",3,398.36,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10695,WILMK,7,"2013-10-07","2013-11-18","2013-10-14",1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,"21240",Finland
10696,WHITC,8,"2013-10-08","2013-11-19","2013-10-14",3,102.55,White Clover Markets,"1029 - 12th Ave. S.",Seattle,North America,"98124",USA
10697,LINOD,3,"2013-10-08","2013-11-05","2013-10-14",1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,"4980",Venezuela
10698,ERNSH,4,"2013-10-09","2013-11-06","2013-10-17",1,272.47,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
10699,MORGK,3,"2013-10-09","2013-11-06","2013-10-13",3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,"04179",Germany
10700,SAVEA,3,"2013-10-10","2013-11-07","2013-10-16",1,65.1,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10701,HUNGO,6,"2013-10-13","2013-10-27","2013-10-15",3,220.31,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,British Isles,,Ireland
10702,ALFKI,4,"2013-10-13","2013-11-24","2013-10-21",1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,"12209",Germany
10703,FOLKO,6,"2013-10-14","2013-11-11","2013-10-20",2,152.3,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10704,QUEE,6,"2013-10-14","2013-11-11","2013-11-07",1,4.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,"05487-020",Brazil
10705,HILAA,9,"2013-10-15","2013-11-12","2013-11-18",2,3.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,"5022",Venezuela
10706,OLDWO,8,"2013-10-16","2013-11-13","2013-10-21",3,135.63,Old World Delicatessen,"2743 Bering St.",Anchorage,North America,"99508",USA
10707,AROUT,4,"2013-10-16","2013-10-30","2013-10-23",3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10708,THEBI,6,"2013-10-17","2013-11-28","2013-11-05",2,2.96,The Big Cheese,"89 Jefferson Way Suite 2",Portland,North America,"97201",USA
10709,GOURL,1,"2013-10-17","2013-11-14","2013-11-20",3,210.8,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,"04876-786",Brazil
10710,FRANS,1,"2013-10-20","2013-11-17","2013-10-23",1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,"10100",Italy
10711,SAVEA,5,"2013-10-21","2013-12-02","2013-10-29",2,52.41,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10712,HUNGO,3,"2013-10-21","2013-11-18","2013-10-31",1,89.93,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,British Isles,,Ireland
10713,SAVEA,1,"2013-10-22","2013-11-19","2013-10-24",1,167.05,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10714,SAVEA,5,"2013-10-22","2013-11-19","2013-10-27",3,24.49,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10715,BONAP,3,"2013-10-23","2013-11-06","2013-10-29",1,63.2,Bon app',"12, rue des Bouchers",Marseille,Western Europe,"13008",France
10716,RANCH,4,"2013-10-24","2013-11-21","2013-10-27",2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,"1010",Argentina
10717,FRANK,1,"2013-10-24","2013-11-21","2013-10-29",2,59.25,Frankenversand,Berliner Platz 43,München,Western Europe,"80805",Germany
10718,KOENE,1,"2013-10-27","2013-11-24","2013-10-29",3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,"14776",Germany
10719,LETSS,8,"2013-10-27","2013-11-24","2013-11-05",2,51.44,Let's Stop N Shop,"87 Polk St. Suite 5",San Francisco,North America,"94117",USA
10720,QUEDE,8,"2013-10-28","2013-11-11","2013-11-05",2,9.53,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,"02389-673",Brazil
10721,QUICK,5,"2013-10-29","2013-11-26","2013-10-31",3,48.92,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10722,SAVEA,8,"2013-10-29","2013-12-10","2013-11-04",1,74.58,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10723,WHITC,3,"2013-10-30","2013-11-27","2013-11-25",1,21.72,White Clover Markets,"1029 - 12th Ave. S.",Seattle,North America,"98124",USA
10724,MEREP,8,"2013-10-30","2013-12-11","2013-11-05",2,57.75,Mère Paillarde,"43 rue St. Laurent",Montréal,North America,H1J 1C3,Canada
10725,FAMIA,4,"2013-10-31","2013-11-28","2013-11-05",3,10.83,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,"05442-030",Brazil
10726,EASTC,4,"2013-11-03","2013-11-17","2013-12-05",1,16.56,Eastern Connection,"35 King George",London,British Isles,WX3 6FW,UK
10727,REGGC,2,"2013-11-03","2013-12-01","2013-12-05",1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,"42100",Italy
10728,QUEE,4,"2013-11-04","2013-12-02","2013-11-11",2,58.33,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,"05487-020",Brazil
10729,LINOD,8,"2013-11-04","2013-12-16","2013-11-14",3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,"4980",Venezuela
10730,BONAP,5,"2013-11-05","2013-12-03","2013-11-14",1,20.12,Bon app',"12, rue des Bouchers",Marseille,Western Europe,"13008",France
10731,CHOPS,7,"2013-11-06","2013-12-04","2013-11-14",1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,"3012",Switzerland
10732,BONAP,3,"2013-11-06","2013-12-04","2013-11-07",1,16.97,Bon app',"12, rue des Bouchers",Marseille,Western Europe,"13008",France
10733,BERGS,1,"2013-11-07","2013-12-05","2013-11-10",3,110.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10734,GOURL,2,"2013-11-07","2013-12-05","2013-11-12",3,1.63,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,"04876-786",Brazil
10735,LETSS,6,"2013-11-10","2013-12-08","2013-11-21",2,45.97,Let's Stop N Shop,"87 Polk St. Suite 5",San Francisco,North America,"94117",USA
10736,HUNGO,9,"2013-11-11","2013-12-09","2013-11-21",2,44.1,Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,British Isles,,Ireland
10737,VINET,2,"2013-11-11","2013-12-09","2013-11-18",2,7.79,Vins et alcools Chevalier,"59 rue de l'Abbaye",Reims,Western Europe,"51100",France
10738,SPECD,2,"2013-11-12","2013-12-10","2013-11-18",1,2.91,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,"75016",France
10739,VINET,3,"2013-11-12","2013-12-10","2013-11-17",3,11.08,Vins et alcools Chevalier,"59 rue de l'Abbaye",Reims,Western Europe,"51100",France
10740,WHITC,4,"2013-11-13","2013-12-11","2013-11-25",2,81.88,White Clover Markets,"1029 - 12th Ave. S.",Seattle,North America,"98124",USA
10741,AROUT,4,"2013-11-14","2013-11-28","2013-11-18",3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10742,BOTTM,3,"2013-11-14","2013-12-12","2013-11-18",3,243.73,Bottom-Dollar Markets,"23 Tsawassen Blvd.",Tsawassen,North America,T2F 8M4,Canada
10743,AROUT,1,"2013-11-17","2013-12-15","2013-11-21",2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10744,VAFFE,6,"2013-11-17","2013-12-15","2013-11-24",1,69.19,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,"8200",Denmark
10745,QUICK,9,"2013-11-18","2013-12-16","2013-11-27",1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,"01307",Germany
10746,CHOPS,1,"2013-11-19","2013-12-17","2013-11-21",3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,"3012",Switzerland
10747,PICCO,6,"2013-11-19","2013-12-17","2013-11-26",1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,"5020",Austria
10748,SAVEA,3,"2013-11-20","2013-12-18","2013-11-28",1,232.55,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10749,ISLAT,4,"2013-11-20","2013-12-18","2013-12-19",2,61.53,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10750,WARTH,9,"2013-11-21","2013-12-19","2013-11-24",1,79.3,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,"90110",Finland
10751,RICSU,3,"2013-11-24","2013-12-22","2013-12-03",3,130.79,Richter Supermarkt,Starenweg 5,Genève,Western Europe,"1204",Switzerland
10752,NORTS,2,"2013-11-24","2013-12-22","2013-11-28",3,1.39,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
10753,FRANS,3,"2013-11-25","2013-12-23","2013-11-27",1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,"10100",Italy
10754,MAGAA,6,"2013-11-25","2013-12-23","2013-11-27",3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,"24100",Italy
10755,BONAP,4,"2013-11-26","2013-12-24","2013-11-28",2,16.71,Bon app',"12, rue des Bouchers",Marseille,Western Europe,"13008",France
10756,SPLIR,8,"2013-11-27","2013-12-25","2013-12-02",2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,"82520",USA
10757,SAVEA,6,"2013-11-27","2013-12-25","2013-12-15",1,8.19,Save-a-lot Markets,"187 Suffolk Ln.",Boise,North America,"83720",USA
10758,RICSU,3,"2013-11-28","2013-12-26","2013-12-04",3,138.17,Richter Supermarkt,Starenweg 5,Genève,Western Europe,"1204",Switzerland
10759,ANATR,3,"2013-11-28","2013-12-26","2013-12-12",3,11.99,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,"05021",Mexico
10760,MAISD,4,"2013-12-01","2013-12-29","2013-12-10",1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10761,RATTC,5,"2013-12-02","2013-12-30","2013-12-08",2,18.66,Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,North America,"87110",USA
10762,FOLKO,3,"2013-12-02","2013-12-30","2013-12-09",1,328.74,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10763,FOLIG,3,"2013-12-03","2013-12-31","2013-12-08",3,37.35,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,"59000",France
10764,ERNSH,6,"2013-12-03","2013-12-31","2013-12-08",3,145.45,Ernst Handel,Kirchgasse 6,Graz,Western Europe,"8010",Austria
